# t a n e i omx omy omz A B C E lx ly lz ang lox loy loz Ixx Iyy Izz Ixy Iyz Ixz
0.000 6.000000e+02 6.8041e-02 0.0100 5.0000e-02 1.0408e-17 -1.7101e-01 4.6985e-01 0.698 0.624 0.339 1.227 0.00938 -0.11444 0.32863 0.28633 -0.00000 -1224.17402 24463.07417 0.34010 0.62743 0.69392 -0.00334 -0.01520 0.01874 
100.004 6.138679e+02 6.5749e-02 0.0465 5.1313e-02 -6.6235e-02 -1.6080e-01 4.7461e-01 0.690 0.610 0.319 1.307 -0.02695 -0.10904 0.32855 0.27876 -117.79162 -1263.95026 24716.95183 0.32243 0.61470 0.68083 -0.02643 -0.02516 -0.02074 
200.000 6.260019e+02 6.3846e-02 0.0681 5.2532e-02 -1.0659e-01 -1.2104e-01 4.7584e-01 0.689 0.611 0.320 1.302 -0.06219 -0.08647 0.32841 0.26562 -310.34852 -1273.41721 24927.48602 0.34017 0.61273 0.66658 -0.04217 -0.03529 -0.06522 
300.000 6.247544e+02 6.4038e-02 0.0449 5.0959e-02 -1.2216e-01 -7.2142e-02 4.8217e-01 0.686 0.608 0.318 1.306 -0.09034 -0.05620 0.32686 0.27298 -551.56219 -1146.07378 24937.49920 0.36916 0.59678 0.64560 -0.05853 -0.04209 -0.10258 
400.000 6.183846e+02 6.5030e-02 0.0316 4.9080e-02 -1.2528e-01 -2.2755e-02 4.8601e-01 0.685 0.606 0.320 1.340 -0.10100 -0.02215 0.32707 0.27429 -640.33099 -1037.73027 24825.02302 0.39599 0.57168 0.64280 -0.08439 -0.04056 -0.10970 
500.000 6.100157e+02 6.6373e-02 0.0187 5.0417e-02 -1.2003e-01 2.2914e-02 4.8664e-01 0.686 0.608 0.319 1.313 -0.09262 0.01536 0.33016 0.25815 -735.92813 -1003.56742 24662.79598 0.40499 0.54954 0.65856 -0.11557 -0.02281 -0.08500 
600.004 6.114263e+02 6.6143e-02 0.0251 5.2740e-02 -1.1027e-01 5.8620e-02 4.8841e-01 0.686 0.607 0.319 1.326 -0.07166 0.04837 0.33376 0.25030 -893.90823 -948.13606 24684.88428 0.40610 0.53222 0.67393 -0.13306 0.00512 -0.03906 
700.004 6.129533e+02 6.5896e-02 0.0335 5.2647e-02 -8.4891e-02 8.3784e-02 4.9103e-01 0.688 0.608 0.319 1.325 -0.04387 0.06923 0.33653 0.24877 -1037.93134 -786.24794 24709.74130 0.42052 0.51302 0.68157 -0.13927 0.02938 0.00713 
800.004 6.182884e+02 6.5045e-02 0.0113 4.9481e-02 -3.5702e-02 1.0122e-01 4.9519e-01 0.687 0.608 0.318 1.325 -0.01324 0.07343 0.33889 0.23601 -1092.19479 -565.23351 24833.39679 0.44838 0.48629 0.67890 -0.14026 0.03877 0.03426 
900.004 6.223191e+02 6.4414e-02 0.0116 4.8416e-02 2.9392e-02 1.0298e-01 4.9365e-01 0.689 0.611 0.317 1.309 0.01933 0.06203 0.34089 0.22263 -1112.60795 -468.58255 24915.41828 0.47998 0.45696 0.68006 -0.14195 0.03879 0.04019 
1000.004 6.225919e+02 6.4372e-02 0.0389 5.1399e-02 8.5836e-02 8.0252e-02 4.9300e-01 0.686 0.607 0.319 1.325 0.04911 0.04033 0.34037 0.23275 -1228.94972 -361.27026 24899.94468 0.50462 0.42875 0.67871 -0.13571 0.03564 0.03386 
1100.004 6.139523e+02 6.5735e-02 0.0325 5.3330e-02 1.0694e-01 2.9504e-02 4.9177e-01 0.686 0.607 0.319 1.313 0.06327 0.01207 0.33872 0.24118 -1307.98356 -178.42293 24729.79048 0.52959 0.40015 0.68250 -0.12696 0.02814 0.02110 
1200.004 6.030289e+02 6.7529e-02 0.0385 5.1571e-02 8.8173e-02 -4.2158e-02 4.9293e-01 0.685 0.606 0.319 1.325 0.05757 -0.02157 0.33768 0.22950 -1264.33057 38.10016 24505.80301 0.54963 0.37630 0.68424 -0.11419 0.00886 0.00871 
1300.004 6.132122e+02 6.5854e-02 0.0343 4.8732e-02 4.8598e-02 -1.0198e-01 4.8960e-01 0.685 0.607 0.319 1.325 0.03807 -0.05294 0.33659 0.22800 -1192.43708 177.53041 24719.20051 0.56867 0.35927 0.68250 -0.09844 -0.02353 0.00082 
1400.004 6.240832e+02 6.4141e-02 0.0497 4.9161e-02 7.1880e-03 -1.2350e-01 4.8829e-01 0.685 0.607 0.319 1.325 0.01223 -0.07308 0.33583 0.24015 -1195.19382 273.64917 24920.61368 0.58650 0.35099 0.67271 -0.07692 -0.05975 -0.00305 
1500.004 6.278439e+02 6.3566e-02 0.0689 5.2501e-02 -3.5570e-02 -1.0529e-01 4.9279e-01 0.686 0.607 0.319 1.325 -0.01904 -0.07615 0.33646 0.24229 -1213.51377 498.18360 24962.87581 0.59862 0.34874 0.66445 -0.05074 -0.08368 -0.00626 
1600.004 6.197916e+02 6.4808e-02 0.0561 5.2725e-02 -8.2238e-02 -6.9740e-02 4.9522e-01 0.687 0.608 0.318 1.313 -0.05563 -0.06401 0.33647 0.24350 -1119.61005 680.03878 24821.90597 0.60770 0.34067 0.66520 -0.01916 -0.08447 -0.01412 
1700.004 6.067426e+02 6.6910e-02 0.0208 4.9705e-02 -1.2180e-01 -4.1493e-02 4.9014e-01 0.688 0.610 0.318 1.313 -0.08714 -0.04204 0.33396 0.26502 -943.02151 779.63308 24596.39665 0.61846 0.32700 0.67081 0.00855 -0.05596 -0.02337 
1800.004 6.110953e+02 6.6197e-02 0.0390 4.8803e-02 -1.4164e-01 -1.7633e-02 4.8526e-01 0.687 0.608 0.318 1.325 -0.10267 -0.01051 0.33075 0.27368 -862.54084 841.50555 24672.17695 0.62045 0.32013 0.67282 0.02275 -0.00338 -0.02966 
1900.004 6.190266e+02 6.4929e-02 0.0619 5.0680e-02 -1.3965e-01 1.7298e-02 4.8389e-01 0.686 0.607 0.319 1.325 -0.09981 0.02746 0.32842 0.26523 -806.36109 965.55046 24800.72761 0.61148 0.33227 0.66782 0.03344 0.05452 -0.03099 
2000.004 6.217824e+02 6.4497e-02 0.0387 5.2933e-02 -1.2343e-01 7.6384e-02 4.8196e-01 0.684 0.606 0.319 1.325 -0.08385 0.06678 0.32619 0.26946 -632.99417 1156.40813 24882.00393 0.59630 0.35877 0.65429 0.05075 0.09470 -0.02931 
2100.004 6.221131e+02 6.4446e-02 0.0301 5.1287e-02 -9.5447e-02 1.3982e-01 4.7284e-01 0.685 0.606 0.319 1.325 -0.05941 0.09630 0.32390 0.28604 -437.68138 1200.77855 24898.12376 0.58222 0.38017 0.64753 0.07420 0.10622 -0.03006 
2200.004 6.177976e+02 6.5122e-02 0.0077 4.8559e-02 -4.8860e-02 1.7863e-01 4.6881e-01 0.685 0.606 0.319 1.325 -0.02493 0.10899 0.32519 0.28260 -291.11027 1170.80382 24825.52022 0.56320 0.39153 0.65480 0.09684 0.09339 -0.03137 
2300.004 6.120179e+02 6.6047e-02 0.0218 4.9694e-02 1.7460e-02 1.7661e-01 4.7280e-01 0.686 0.608 0.319 1.325 0.01641 0.10649 0.32813 0.27055 -205.41241 1211.29546 24702.60971 0.54254 0.40155 0.66861 0.11746 0.07089 -0.02919 
2400.004 6.057338e+02 6.7078e-02 0.0356 5.2107e-02 8.7297e-02 1.3922e-01 4.7849e-01 0.687 0.610 0.318 1.306 0.05502 0.09267 0.32979 0.27287 -23.69150 1280.82329 24562.73109 0.52089 0.41554 0.67856 0.13305 0.04849 -0.01876 
2500.004 6.149196e+02 6.5580e-02 0.0144 5.2313e-02 1.3604e-01 8.4404e-02 4.8084e-01 0.688 0.609 0.318 1.342 0.08157 0.06865 0.33050 0.27386 226.85007 1276.51177 24761.09040 0.49988 0.43320 0.68191 0.14368 0.02608 0.00299 
2600.004 6.224293e+02 6.4397e-02 0.0128 4.9829e-02 1.4710e-01 3.0279e-02 4.8401e-01 0.687 0.608 0.319 1.325 0.09219 0.03450 0.33244 0.26026 368.56047 1186.61787 24915.54667 0.48367 0.45290 0.67655 0.14714 -0.00177 0.03427 
2700.004 6.245563e+02 6.4068e-02 0.0430 4.9013e-02 1.2599e-01 -1.6677e-02 4.8803e-01 0.686 0.608 0.318 1.325 0.08918 -0.00658 0.33364 0.25131 455.45003 1135.33149 24938.08309 0.47188 0.47551 0.66552 0.14104 -0.03365 0.06574 
2800.004 6.174204e+02 6.5182e-02 0.0398 5.1174e-02 8.9916e-02 -5.0776e-02 4.9290e-01 0.685 0.606 0.319 1.313 0.07469 -0.04125 0.33306 0.25697 588.88304 1125.23779 24795.80007 0.45041 0.50480 0.65503 0.12659 -0.05477 0.08241 
2900.004 6.078161e+02 6.6733e-02 0.0497 5.2396e-02 5.1753e-02 -7.2734e-02 4.9421e-01 0.685 0.606 0.319 1.340 0.04753 -0.06019 0.33401 0.24256 811.63053 1002.13927 24589.66569 0.41531 0.53421 0.66032 0.11845 -0.05556 0.07011 
3000.004 6.112949e+02 6.6164e-02 0.0369 5.1005e-02 2.0742e-02 -8.7570e-02 4.9410e-01 0.685 0.606 0.319 1.342 0.01333 -0.06533 0.33657 0.22568 936.36434 842.59874 24675.38451 0.38323 0.55378 0.67297 0.11554 -0.03891 0.03138 
3100.004 6.188634e+02 6.4954e-02 0.0475 4.9122e-02 -9.4833e-03 -8.9684e-02 4.9667e-01 0.686 0.607 0.319 1.325 -0.02097 -0.05898 0.33941 0.22485 979.12177 728.04052 24818.90757 0.36505 0.56650 0.68047 0.10690 -0.01441 -0.01596 
3200.004 6.251856e+02 6.3972e-02 0.0648 5.0479e-02 -4.6538e-02 -7.2651e-02 4.9901e-01 0.687 0.609 0.318 1.317 -0.04738 -0.04269 0.34081 0.23480 1073.69826 657.38997 24919.32836 0.35486 0.57979 0.67941 0.08736 0.00702 -0.04914 
3300.004 6.236744e+02 6.4204e-02 0.0606 5.2297e-02 -8.3399e-02 -2.7207e-02 4.9902e-01 0.687 0.609 0.318 1.325 -0.05905 -0.01246 0.34220 0.22599 1192.35166 525.57103 24893.51134 0.34257 0.59495 0.67707 0.06184 0.01781 -0.05770 
3400.004 6.154545e+02 6.5495e-02 0.0293 5.1547e-02 -1.0591e-01 3.4963e-02 4.9406e-01 0.687 0.609 0.318 1.313 -0.05898 0.02626 0.34097 0.23098 1251.62203 256.76847 24764.76977 0.33102 0.60564 0.67787 0.03783 0.01840 -0.05110 
3500.004 6.108398e+02 6.6238e-02 0.0322 4.9457e-02 -9.1945e-02 8.6965e-02 4.8888e-01 0.686 0.608 0.319 1.313 -0.04564 0.05732 0.33739 0.24479 1217.04666 100.74750 24672.14685 0.32269 0.60824 0.68156 0.01231 0.01137 -0.03486 
3600.004 6.104568e+02 6.6301e-02 0.0532 4.9437e-02 -3.4652e-02 1.1685e-01 4.8765e-01 0.685 0.607 0.319 1.342 -0.01855 0.07446 0.33472 0.24164 1219.18833 10.38366 24642.32070 0.31970 0.60702 0.68395 -0.01120 0.00644 -0.01263 
3700.004 6.180354e+02 6.5085e-02 0.0326 5.2053e-02 4.3174e-02 1.2454e-01 4.8531e-01 0.684 0.606 0.319 1.325 0.01829 0.07932 0.33333 0.23874 1285.67368 -135.47222 24813.47784 0.32399 0.60310 0.68235 -0.03241 0.01155 0.01719 
3800.004 6.236304e+02 6.4211e-02 0.0264 5.2805e-02 1.0577e-01 1.1197e-01 4.7925e-01 0.685 0.606 0.319 1.325 0.05510 0.07426 0.33089 0.25796 1270.86850 -347.77067 24929.07432 0.33750 0.60004 0.67280 -0.05095 0.02599 0.05240 
3900.004 6.218632e+02 6.4485e-02 0.0030 5.0137e-02 1.3278e-01 7.5934e-02 4.8030e-01 0.686 0.607 0.319 1.325 0.08343 0.05555 0.32979 0.27319 1122.08161 -550.27697 24905.75017 0.36160 0.59279 0.65697 -0.06660 0.04036 0.08427 
4000.004 6.142226e+02 6.5692e-02 0.0204 4.8478e-02 1.3400e-01 1.9146e-02 4.8687e-01 0.687 0.609 0.318 1.307 0.09997 0.02125 0.33058 0.26654 1026.52345 -622.88997 24749.24087 0.38799 0.57620 0.64920 -0.08487 0.04435 0.10188 
4100.004 6.049206e+02 6.7213e-02 0.0392 5.0722e-02 1.3059e-01 -4.0072e-02 4.8834e-01 0.687 0.609 0.318 1.313 0.10500 -0.02050 0.33024 0.26840 1000.13350 -743.16984 24544.65934 0.40791 0.55303 0.65302 -0.10970 0.03274 0.09694 
4200.004 6.125035e+02 6.5969e-02 0.0186 5.3219e-02 1.2881e-01 -8.4067e-02 4.8207e-01 0.688 0.610 0.318 1.325 0.09665 -0.05869 0.32808 0.28037 937.48174 -923.95562 24709.51014 0.41312 0.53797 0.66400 -0.13297 0.00759 0.06691 
4300.004 6.196627e+02 6.4829e-02 0.0135 5.2574e-02 1.1689e-01 -1.1235e-01 4.7846e-01 0.686 0.608 0.319 1.325 0.07389 -0.08637 0.32651 0.28260 770.82061 -1056.74259 24856.37943 0.41338 0.52723 0.67217 -0.14046 -0.02239 0.02046 
4400.004 6.237722e+02 6.4189e-02 0.0458 4.9084e-02 7.4916e-02 -1.3487e-01 4.7972e-01 0.686 0.607 0.319 1.325 0.03691 -0.10237 0.32659 0.27310 569.88291 -1083.36652 24919.18073 0.42642 0.51315 0.67176 -0.13689 -0.04775 -0.02814 
4500.004 6.210045e+02 6.4619e-02 0.0481 4.8717e-02 4.9163e-03 -1.5616e-01 4.7765e-01 0.685 0.606 0.319 1.325 -0.00597 -0.10771 0.32566 0.27704 477.77458 -1114.00686 24861.59724 0.45398 0.49378 0.66193 -0.13142 -0.06271 -0.06014 
4600.000 6.151756e+02 6.5539e-02 0.0580 5.2159e-02 -6.5373e-02 -1.5906e-01 4.7172e-01 0.685 0.606 0.319 1.325 -0.04172 -0.09870 0.32558 0.27862 334.89428 -1246.72345 24727.28897 0.48111 0.47041 0.65796 -0.13010 -0.06865 -0.06563 
4700.000 6.110714e+02 6.6201e-02 0.0397 5.3325e-02 -1.1444e-01 -1.2668e-01 4.7457e-01 0.685 0.607 0.319 1.313 -0.06724 -0.07324 0.32964 0.26089 145.28276 -1308.47137 24665.23120 0.50535 0.44202 0.66352 -0.12912 -0.06747 -0.05429 
4800.000 6.120243e+02 6.6046e-02 0.0426 5.1508e-02 -1.3521e-01 -6.0549e-02 4.8391e-01 0.687 0.609 0.318 1.306 -0.08353 -0.03690 0.33441 0.24863 -38.18072 -1271.97022 24683.92688 0.52753 0.41429 0.67217 -0.12567 -0.05954 -0.04094 
4900.000 6.215831e+02 6.4528e-02 0.0587 4.8631e-02 -1.2991e-01 1.6402e-02 4.8944e-01 0.688 0.610 0.318 1.342 -0.08905 0.00132 0.33592 0.25751 -169.63788 -1197.92654 24859.14777 0.54726 0.38903 0.67905 -0.11864 -0.04183 -0.03271 
5000.000 6.258211e+02 6.3874e-02 0.0621 4.9853e-02 -1.0023e-01 6.9557e-02 4.9194e-01 0.687 0.609 0.318 1.306 -0.07610 0.03116 0.33723 0.25178 -284.54312 -1211.24616 24937.10921 0.56498 0.36744 0.68209 -0.10856 -0.01074 -0.02423 
5100.000 6.207723e+02 6.4655e-02 0.0311 5.2926e-02 -5.4410e-02 8.9587e-02 4.9385e-01 0.686 0.608 0.318 1.307 -0.04518 0.05333 0.33849 0.23174 -528.54767 -1206.72805 24868.41520 0.57756 0.35711 0.67841 -0.09729 0.03248 -0.01020 
5200.000 6.122177e+02 6.6015e-02 0.0258 5.2403e-02 -1.1814e-02 8.1050e-02 4.9620e-01 0.685 0.606 0.319 1.313 -0.01078 0.06391 0.33756 0.23108 -702.45383 -1088.62027 24700.85078 0.58658 0.35480 0.66913 -0.07620 0.06904 0.00468 
5300.000 6.049307e+02 6.7211e-02 0.0449 5.0050e-02 2.5019e-02 6.1018e-02 4.9826e-01 0.684 0.606 0.319 1.325 0.01967 0.05886 0.33698 0.22961 -777.03509 -952.50224 24539.83103 0.59623 0.34683 0.66597 -0.04904 0.07812 0.01554 
5400.000 6.148167e+02 6.5597e-02 0.0281 4.9125e-02 5.6038e-02 4.2805e-02 4.9790e-01 0.685 0.606 0.319 1.313 0.04358 0.03958 0.33825 0.22136 -843.13360 -877.75316 24755.81811 0.60751 0.32998 0.67233 -0.02380 0.05380 0.02120 
5500.000 6.226880e+02 6.4357e-02 0.0210 5.1306e-02 8.0804e-02 2.2841e-02 4.9676e-01 0.686 0.608 0.318 1.342 0.06030 0.00904 0.33924 0.22336 -986.27944 -814.99913 24915.38646 0.61419 0.31871 0.67915 -0.00746 0.00475 0.02183 
5600.000 6.229380e+02 6.4318e-02 0.0048 5.2681e-02 9.3727e-02 -1.1135e-02 4.9714e-01 0.686 0.608 0.319 1.325 0.06606 -0.02507 0.33874 0.24377 -1164.20834 -609.77684 24923.82860 0.61090 0.32480 0.67698 0.00908 -0.04486 0.01792 
5700.000 6.171292e+02 6.5228e-02 0.0217 5.0937e-02 8.0895e-02 -6.1205e-02 4.9586e-01 0.687 0.609 0.318 1.317 0.05284 -0.05424 0.33851 0.24596 -1194.35260 -415.40001 24804.04184 0.60523 0.33747 0.67170 0.03295 -0.07311 0.01190 
5800.000 6.094683e+02 6.6462e-02 0.0440 4.9374e-02 4.2522e-02 -1.1744e-01 4.9093e-01 0.687 0.609 0.318 1.313 0.02250 -0.07646 0.33797 0.23858 -1180.25831 -297.80262 24633.45278 0.59707 0.34816 0.66920 0.05802 -0.07748 0.00799 
5900.000 6.110822e+02 6.6199e-02 0.0237 5.0588e-02 -1.0592e-02 -1.5215e-01 4.8219e-01 0.687 0.608 0.318 1.325 -0.01385 -0.08822 0.33426 0.24958 -1232.26789 -207.67211 24681.51379 0.58470 0.35679 0.67176 0.07983 -0.06863 0.00931 
6000.000 6.149990e+02 6.5567e-02 0.0138 5.2502e-02 -6.7789e-02 -1.4385e-01 4.7794e-01 0.685 0.607 0.319 1.313 -0.04747 -0.08533 0.33005 0.26472 -1300.84741 -33.45811 24762.66408 0.56787 0.36751 0.67588 0.09860 -0.05393 0.01090 
6100.000 6.222020e+02 6.4432e-02 0.0483 5.1582e-02 -1.2168e-01 -9.3169e-02 4.7843e-01 0.685 0.606 0.319 1.325 -0.07630 -0.06476 0.32819 0.26635 -1262.92965 234.84942 24881.77081 0.55193 0.37786 0.68037 0.11382 -0.03282 0.00305 
6200.000 6.242129e+02 6.4121e-02 0.0563 4.9494e-02 -1.6100e-01 -2.2930e-02 4.7587e-01 0.685 0.606 0.319 1.342 -0.10006 -0.02948 0.32674 0.26925 -1177.74124 368.69476 24914.03811 0.54067 0.38958 0.67934 0.12454 -0.00103 -0.02134 
6300.000 6.207224e+02 6.4663e-02 0.0628 4.9802e-02 -1.7008e-01 3.1357e-02 4.7284e-01 0.685 0.607 0.319 1.325 -0.11224 0.00836 0.32508 0.28634 -1146.12533 467.55502 24834.32669 0.53658 0.40814 0.66604 0.12815 0.03671 -0.05287 
6400.000 6.115333e+02 6.6126e-02 0.0415 5.2016e-02 -1.4285e-01 6.5971e-02 4.8033e-01 0.687 0.608 0.318 1.295 -0.10390 0.04377 0.32732 0.27998 -1129.86008 611.28374 24674.44822 0.52952 0.43433 0.64943 0.12479 0.06858 -0.07596 
6500.000 6.064572e+02 6.6958e-02 0.0387 5.2503e-02 -9.7783e-02 9.5330e-02 4.8835e-01 0.688 0.609 0.318 1.313 -0.07894 0.07585 0.32977 0.26838 -1021.04369 790.70194 24574.04433 0.50591 0.46764 0.64121 0.12126 0.08832 -0.08401 
6600.000 6.185334e+02 6.5006e-02 0.0516 5.0025e-02 -5.3678e-02 1.2931e-01 4.8651e-01 0.687 0.609 0.318 1.330 -0.04368 0.10033 0.32916 0.27379 -822.78081 930.32205 24806.19663 0.47282 0.49664 0.64522 0.12740 0.08828 -0.07148 
6700.000 6.263850e+02 6.3788e-02 0.0603 4.8634e-02 -1.8935e-02 1.5627e-01 4.7933e-01 0.686 0.608 0.319 1.306 -0.00752 0.10975 0.32734 0.28442 -723.25649 975.65761 24952.55598 0.44367 0.50992 0.65901 0.13716 0.06814 -0.04288 
6800.000 6.228608e+02 6.4330e-02 0.0285 5.0863e-02 1.9518e-02 1.5466e-01 4.7862e-01 0.685 0.607 0.319 1.342 0.02763 0.09794 0.32848 0.26804 -652.67871 1087.51876 24914.80363 0.42432 0.51130 0.67562 0.14083 0.03366 -0.00508 
6900.000 6.139525e+02 6.5735e-02 0.0193 5.2968e-02 7.1028e-02 1.2172e-01 4.8265e-01 0.684 0.605 0.319 1.325 0.05869 0.07231 0.33009 0.25412 -505.82339 1210.11260 24738.70419 0.40877 0.52049 0.68002 0.13234 -0.00091 0.02806 
7000.000 6.043028e+02 6.7316e-02 0.0377 5.1592e-02 1.2115e-01 6.7271e-02 4.8276e-01 0.685 0.607 0.319 1.315 0.07920 0.04147 0.33129 0.25476 -270.63822 1237.54599 24532.39716 0.39518 0.53803 0.67691 0.12103 -0.01943 0.04803 
7100.000 6.128625e+02 6.5911e-02 0.0255 4.8843e-02 1.4443e-01 7.3218e-03 4.8343e-01 0.685 0.607 0.319 1.313 0.08352 0.00938 0.33429 0.24963 -100.68976 1204.08944 24718.48111 0.37927 0.55727 0.67454 0.10645 -0.02083 0.05784 
7200.000 6.200876e+02 6.4762e-02 0.0156 4.8779e-02 1.2135e-01 -4.5504e-02 4.8894e-01 0.687 0.608 0.318 1.325 0.07004 -0.02295 0.33821 0.23485 -15.31616 1213.94669 24868.93691 0.36299 0.57553 0.67496 0.09075 -0.01589 0.06161 
7300.000 6.223067e+02 6.4416e-02 0.0106 5.2165e-02 6.1799e-02 -8.3628e-02 4.9539e-01 0.687 0.609 0.318 1.313 0.04386 -0.05185 0.34023 0.23559 156.22240 1291.23459 24910.75690 0.34816 0.58884 0.67724 0.07239 -0.01430 0.05732 
7400.000 6.197181e+02 6.4820e-02 0.0254 5.3130e-02 -2.6970e-03 -9.4282e-02 4.9748e-01 0.687 0.609 0.318 1.325 0.01391 -0.06490 0.34045 0.24063 368.21441 1269.25137 24850.99775 0.33323 0.59983 0.68145 0.05310 -0.01649 0.03983 
7500.000 6.151106e+02 6.5550e-02 0.0507 5.0162e-02 -4.7752e-02 -7.7227e-02 4.9752e-01 0.687 0.608 0.319 1.325 -0.01719 -0.05767 0.34076 0.22444 541.96419 1117.47835 24738.32799 0.32323 0.60763 0.68232 0.03635 -0.01811 0.00211 
7600.000 6.107613e+02 6.6251e-02 0.0298 4.8512e-02 -6.7495e-02 -4.6803e-02 4.9603e-01 0.686 0.607 0.319 1.325 -0.04534 -0.03743 0.33889 0.21811 615.57430 1027.62932 24673.55691 0.32550 0.61008 0.67564 0.02121 -0.01501 -0.04512 
7700.000 6.099653e+02 6.6381e-02 0.0135 4.9991e-02 -7.3184e-02 -1.0792e-02 4.9685e-01 0.684 0.605 0.319 1.313 -0.06426 -0.01065 0.33638 0.22952 724.33885 999.06319 24664.38160 0.33765 0.60631 0.66513 -0.00020 -0.00830 -0.07961 
7800.000 6.206279e+02 6.4678e-02 0.0509 5.2873e-02 -7.7651e-02 2.8261e-02 4.9586e-01 0.685 0.606 0.319 1.340 -0.06907 0.02001 0.33534 0.24165 941.13262 918.22335 24845.36978 0.34247 0.60410 0.66304 -0.02853 0.00146 -0.08403 
7900.000 6.265758e+02 6.3759e-02 0.0632 5.2161e-02 -7.6343e-02 7.0329e-02 4.9278e-01 0.685 0.607 0.319 1.342 -0.05490 0.05303 0.33590 0.23859 1062.78536 752.93014 24947.42509 0.33479 0.60508 0.67163 -0.05082 0.01339 -0.05229 
8000.000 6.237814e+02 6.4188e-02 0.0628 4.8808e-02 -6.0502e-02 1.1213e-01 4.8967e-01 0.687 0.608 0.318 1.306 -0.02843 0.08341 0.33499 0.25456 1080.87211 557.35923 24896.67624 0.33222 0.60312 0.67818 -0.06252 0.02450 -0.00269 
8100.000 6.122186e+02 6.6015e-02 0.0416 4.9016e-02 -1.9972e-02 1.3686e-01 4.8789e-01 0.688 0.610 0.318 1.324 0.00315 0.09676 0.33385 0.26532 1115.22697 472.69717 24691.95079 0.34327 0.59427 0.67790 -0.07194 0.02868 0.04069 
8200.000 6.033839e+02 6.7470e-02 0.0375 5.1541e-02 4.9448e-02 1.3885e-01 4.8376e-01 0.687 0.609 0.318 1.325 0.03868 0.09089 0.33242 0.25971 1218.11708 339.68220 24514.03286 0.36226 0.58059 0.67171 -0.08461 0.02988 0.06720 
8300.000 6.164171e+02 6.5341e-02 0.0443 5.2882e-02 1.2372e-01 1.1545e-01 4.7523e-01 0.686 0.607 0.319 1.303 0.07444 0.07026 0.32926 0.26202 1306.27471 111.70353 24768.68908 0.38167 0.56679 0.66336 -0.09581 0.03511 0.08055 
8400.000 6.257951e+02 6.3878e-02 0.0552 5.0694e-02 1.7185e-01 7.0973e-02 4.6759e-01 0.685 0.606 0.319 1.328 0.10215 0.04240 0.32496 0.28314 1263.89270 -67.14773 24945.74953 0.40328 0.55026 0.65624 -0.10602 0.04612 0.08634 
8500.000 6.231783e+02 6.4281e-02 0.0236 4.8428e-02 1.7246e-01 7.3616e-03 4.7141e-01 0.685 0.607 0.319 1.342 0.11172 0.00778 0.32420 0.28555 1194.32917 -182.07433 24927.32234 0.42155 0.53307 0.65597 -0.11704 0.05101 0.08460 
8600.000 6.153762e+02 6.5507e-02 0.0133 5.0148e-02 1.4074e-01 -6.3352e-02 4.7921e-01 0.685 0.606 0.319 1.306 0.10391 -0.03260 0.32594 0.27243 1208.31560 -293.21442 24773.42233 0.43445 0.51157 0.66394 -0.12939 0.03761 0.07213 
8700.000 6.063642e+02 6.6973e-02 0.0326 5.2682e-02 1.0355e-01 -1.1650e-01 4.7995e-01 0.686 0.608 0.318 1.324 0.08504 -0.07023 0.32699 0.27494 1184.79313 -525.18655 24577.26749 0.44166 0.49821 0.67257 -0.14428 0.00573 0.04687 
8800.000 6.121057e+02 6.6033e-02 0.0243 5.2163e-02 7.3841e-02 -1.3704e-01 4.8139e-01 0.687 0.608 0.318 1.294 0.05748 -0.09502 0.32835 0.27975 1072.22589 -716.51297 24699.83948 0.44675 0.49541 0.67134 -0.14998 -0.03335 0.00819 
8900.000 6.171093e+02 6.5231e-02 0.0128 4.9676e-02 4.1360e-02 -1.3450e-01 4.8622e-01 0.687 0.609 0.318 1.307 0.02238 -0.10321 0.33037 0.27170 942.80550 -795.25749 24809.02426 0.45664 0.49304 0.66459 -0.14291 -0.06372 -0.03234 
9000.000 6.210667e+02 6.4609e-02 0.0180 4.9327e-02 -7.6143e-03 -1.2225e-01 4.9093e-01 0.686 0.608 0.319 1.313 -0.01778 -0.09483 0.33235 0.25823 876.28871 -861.14005 24886.89180 0.48067 0.47525 0.65689 -0.13082 -0.07685 -0.06133 
9100.000 6.214312e+02 6.4552e-02 0.0310 5.1550e-02 -6.5623e-02 -1.1020e-01 4.8721e-01 0.686 0.608 0.318 1.325 -0.05248 -0.07568 0.33227 0.26062 808.83848 -997.07287 24883.46005 0.50639 0.44952 0.65673 -0.12800 -0.07091 -0.06846 
9200.000 6.194057e+02 6.4869e-02 0.0577 5.2399e-02 -1.0929e-01 -8.8118e-02 4.8282e-01 0.685 0.606 0.319 1.325 -0.07154 -0.04841 0.33235 0.25311 591.15371 -1159.30992 24812.37373 0.52027 0.42348 0.66668 -0.12835 -0.05204 -0.05383 
9300.000 6.113813e+02 6.6150e-02 0.0359 5.0799e-02 -1.2330e-01 -4.1843e-02 4.8518e-01 0.685 0.606 0.319 1.325 -0.07416 -0.01445 0.33418 0.23449 401.88478 -1188.60187 24678.31257 0.53000 0.40043 0.67903 -0.12639 -0.02736 -0.02905 
9400.000 6.060432e+02 6.7026e-02 0.0130 4.9473e-02 -1.0698e-01 2.6693e-02 4.9103e-01 0.685 0.606 0.319 1.313 -0.06517 0.02124 0.33691 0.23049 285.78037 -1183.29396 24585.75334 0.54166 0.38429 0.68455 -0.12041 -0.00388 -0.00817 
